conv_id,task,task_id,conv_type,assistant_model,is_correct_raw,is_correct,final_score,first_correct,num_answer_attempts,num_user_turns,num_assistant_turns,num_clarifications,num_discussions,num_answer_resp,num_shards,num_layers,mean_delta,max_delta,final_cumulative,peak_delta_shard,pre_answer_len
69c8f4b2ac5b701f2f1e24fb,math,sharded-GSM8K/932,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,6,6,2,2,0,5,5,0.15880685329437255,0.288683557510376,0.5210113883018493,0,6
69c8f4dcac5b701f2f1e24fc,math,sharded-GSM8K/1240,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,6,6,0,3,1,5,5,0.19759377002716066,0.3338717222213745,0.4546006739139557,0,5
69c8f765ac5b701f2f1e24fe,math,sharded-GSM8K/929,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,5,5,2,1,1,4,5,0.16559678316116333,0.29568870067596437,0.4996230900287628,0,4
69c8f77eac5b701f2f1e24ff,math,sharded-GSM8K/237,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,5,5,0,1,2,4,5,0.2031420052051544,0.3916886806488037,0.5218235611915588,0,2
69c8f78fac5b701f2f1e2500,math,sharded-GSM8K/871,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,5,5,1,3,0,4,5,0.1955457329750061,0.3335954785346985,0.484246152639389,0,5
69c8f824ac5b701f2f1e2505,math,sharded-GSM8K/1124,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,2,3,1,5,5,0.14507594108581545,0.37479480504989626,0.5547834694385528,0,5
69c8f848ac5b701f2f1e2507,math,sharded-GSM8K/1066,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,1,1,2,4,5,0.2150310844182968,0.3002352237701416,0.43761278986930846,0,2
69c8f86aac5b701f2f1e2508,math,sharded-GSM8K/621,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,3,6,6,3,0,3,5,5,0.2044206166267395,0.3160950422286987,0.46016049981117246,0,3
69c8f880ac5b701f2f1e2509,math,sharded-GSM8K/315,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,4,5,5,1,0,4,4,5,0.21840638518333433,0.355705726146698,0.4561100363731384,0,1
69c8f8e1ac5b701f2f1e250c,math,sharded-GSM8K/420,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,5,5,3,0,2,4,5,0.2310069054365158,0.317953884601593,0.5166094124317169,0,3
69c8f907ac5b701f2f1e250d,math,sharded-GSM8K/961,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,5,5,0,2,2,4,5,0.17554582357406617,0.3302363634109497,0.5153986394405365,0,3
69c8f923ac5b701f2f1e250e,math,sharded-GSM8K/417,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,3,1,1,4,5,0.22227063477039335,0.33506176471710203,0.4358809173107147,0,4
69c8f967ac5b701f2f1e2511,math,sharded-GSM8K/953,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,3,5,5,2,0,3,4,5,0.20295842587947843,0.3116633415222168,0.46374937891960144,0,2
69c8f9a5ac5b701f2f1e2514,math,sharded-GSM8K/913,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,2,3,1,5,5,0.14492786169052124,0.3319979190826416,0.47950623631477357,0,5
69c8f9c0ac5b701f2f1e2515,math,sharded-GSM8K/825,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,3,0,2,4,5,0.174710151553154,0.26815907955169677,0.5622691094875336,0,2
69c8fa67ac5b701f2f1e2518,math,sharded-GSM8K/646,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,1,2,1,4,5,0.185607573390007,0.2720268130302429,0.5234892785549163,0,4
69c8fb12ac5b701f2f1e251a,math,sharded-GSM8K/510,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,5,5,0,5,0,4,5,0.19304392635822296,0.2621585249900818,0.4598238468170166,0,5
69c8fb7bac5b701f2f1e251d,math,sharded-GSM8K/201,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,5,5,3,0,1,4,5,0.18362907767295839,0.3498563289642334,0.43138166666030886,0,4
69c8fb96ac5b701f2f1e251e,math,sharded-GSM8K/855,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,2,1,1,4,5,0.1929562419652939,0.34340476989746094,0.5456563651561737,0,4
69c908a9ac5b701f2f1e2521,math,sharded-GSM8K/122,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,0,0,1,4,5,0.29471359252929685,0.34177838563919066,0.468332314491272,0,4
69c90910ac5b701f2f1e2524,math,sharded-GSM8K/651,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,2,0,1,4,5,0.21940150856971743,0.3500768065452576,0.42716201543807986,0,4
69c90983ac5b701f2f1e2526,math,sharded-GSM8K/698,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,1,1,2,4,5,0.21753125488758085,0.24523578882217406,0.5311566531658173,0,3
69c9099cac5b701f2f1e2527,math,sharded-GSM8K/2,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,4,0,1,4,5,0.20240176618099212,0.2929191827774048,0.528252124786377,0,4
69c909d6ac5b701f2f1e2529,math,sharded-GSM8K/1269,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,6,6,2,3,1,5,5,0.14828522205352784,0.21161035299301148,0.45749087929725646,0,5
69c90a71ac5b701f2f1e252d,math,sharded-GSM8K/140,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,5,5,0,5,0,4,5,0.18396267890930176,0.3551722884178162,0.4273813724517822,0,5
69c90a88ac5b701f2f1e252e,math,sharded-GSM8K/784,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,5,5,3,0,1,4,5,0.1862155646085739,0.2130181908607483,0.50056471824646,0,4
69c90aa6ac5b701f2f1e252f,math,sharded-GSM8K/214,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,4,0,1,4,5,0.1656895637512207,0.25945385694503786,0.5108925521373748,0,4
69c90ac4ac5b701f2f1e2530,math,sharded-GSM8K/427,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,6,6,1,5,0,5,5,0.18304179430007933,0.30530858039855957,0.4709328532218933,0,6
69c90b06ac5b701f2f1e2531,math,sharded-GSM8K/234,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,0,5,1,5,5,0.2111400032043457,0.3220311403274536,0.39431101083755493,2,5
69c90b1cac5b701f2f1e2532,math,sharded-GSM8K/189,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,4,6,6,1,1,4,5,5,0.2528462195396423,0.363273823261261,0.4975999116897583,0,1
69c90b63ac5b701f2f1e2535,math,sharded-GSM8K/1131,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,1,4,1,5,5,0.15121523618698118,0.30905282497406006,0.4955812990665436,0,5
69c90b83ac5b701f2f1e2536,math,sharded-GSM8K/1207,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,2,0,1,5,5,0.13408995151519776,0.20894111394882203,0.46607938408851624,0,5
69c90ba2ac5b701f2f1e2537,math,sharded-GSM8K/942,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,6,6,4,0,1,5,5,0.213679438829422,0.41333280205726625,0.5619517087936401,0,5
69c90bdaac5b701f2f1e2538,math,sharded-GSM8K/740,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,6,6,0,6,0,5,5,0.18563789367675784,0.32608250379562376,0.4492625057697296,0,6
69c90beeac5b701f2f1e2539,math,sharded-GSM8K/1197,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,0,2,2,4,5,0.21975357234477996,0.3442416310310364,0.5334585726261138,0,1
69c90c11ac5b701f2f1e253b,math,sharded-GSM8K/1068,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,2,2,1,4,5,0.196865639090538,0.29180670976638795,0.4989169180393219,0,3
69c90c30ac5b701f2f1e253c,math,sharded-GSM8K/534,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,6,6,2,1,2,5,5,0.17389939308166505,0.24690303802490235,0.48449394702911375,0,3
69c90cb5ac5b701f2f1e253f,math,sharded-GSM8K/14,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,0,4,1,4,5,0.19873356819152832,0.38185747861862185,0.4781611680984497,0,1
69c90cddac5b701f2f1e2541,math,sharded-GSM8K/346,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,4,6,6,2,0,4,5,5,0.16325338602066042,0.28400822877883913,0.48154239654541015,0,2
69c90cf9ac5b701f2f1e2542,math,sharded-GSM8K/1180,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,6,6,1,4,1,5,5,0.1660730719566345,0.28060407638549806,0.529365086555481,0,5
69c90d21ac5b701f2f1e2543,math,sharded-GSM8K/378,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,6,6,0,5,0,5,5,0.1661367440223694,0.2839911937713623,0.5398130774497986,0,6
69c90d5dac5b701f2f1e2545,math,sharded-GSM8K/1019,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,5,6,6,0,1,5,5,5,0.207241804599762,0.3720226526260376,0.4673821032047272,0,1
69c90dc7ac5b701f2f1e2547,math,sharded-GSM8K/739,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,6,6,3,0,2,5,5,0.18386569261550906,0.24689360857009887,0.5284697115421295,0,4
69c90debac5b701f2f1e2548,math,sharded-GSM8K/598,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,4,6,6,1,1,4,5,5,0.15154992103576662,0.2604903936386108,0.5121376812458038,0,2
69c90e04ac5b701f2f1e2549,math,sharded-GSM8K/728,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,3,0,2,4,5,0.16596615314483645,0.3089075326919556,0.5180111765861511,0,3
69c90e1eac5b701f2f1e254a,math,sharded-GSM8K/477,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,True,1,5,5,4,0,1,4,5,0.1911838859319687,0.29448225498199465,0.48486960530281065,0,4
69c90e48ac5b701f2f1e254c,math,sharded-GSM8K/751,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,4,6,6,2,0,4,5,5,0.17121883392333984,0.3584257960319519,0.49514968395233155,0,2
69c90e97ac5b701f2f1e254e,math,sharded-GSM8K/927,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,6,6,1,1,2,5,5,0.25853633880615234,0.30517367124557493,0.5066654443740845,4,4
69c90ee3ac5b701f2f1e2550,math,sharded-GSM8K/288,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,1,5,5,2,1,1,4,5,0.1896984100341797,0.34355018138885496,0.44994986057281494,0,4
69c90f2dac5b701f2f1e2553,math,sharded-GSM8K/941,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,6,6,1,3,2,5,5,0.20778777837753296,0.2444687604904175,0.4299726366996765,2,4
69c90f8bac5b701f2f1e2555,math,sharded-GSM8K/44,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,4,5,5,0,0,4,4,5,0.22322158813476561,0.36179409027099607,0.4738225877285004,0,1
69c90fdbac5b701f2f1e2558,math,sharded-GSM8K/1047,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,False,False,0.0,,0,5,5,2,2,0,4,5,0.16937054693698883,0.26740790605545045,0.5409610271453857,0,5
69c91369ac5b701f2f1e255c,math,sharded-GSM8K/584,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,True,True,1.0,,2,5,5,2,0,2,4,5,0.1992579996585846,0.24462971687316895,0.5054196417331696,0,3
69c91388ac5b701f2f1e255d,math,sharded-GSM8K/1303,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,2,5,5,3,0,2,4,5,0.21024155616760254,0.38813737630844114,0.5407725214958191,0,3
69c913c9ac5b701f2f1e2560,math,sharded-GSM8K/416,sharded-at0-ut0,meta-llama/Llama-3.1-8B-Instruct,,False,0.0,,4,6,6,1,0,4,5,5,0.19545541286468507,0.262406325340271,0.4888175129890442,0,2
